35882	@USER Now how did this happen in gun control NYC?	NOT	NULL	NULL
27456	@USER The transparency of their acts furthers the myth that all women are victims. Some truly are but these crazed liberals wouldn’t know one if they saw one. In the end their hubris will hurt the real women that really need help.	OFF	TIN	GRP
72756	@USER It's just that it looks scary. That's all liberals care about. Optics.	NOT	NULL	NULL
45086	@USER @USER 🥀😢😢😢😢😢 so sad and preventable. Lift gun control in Chicago. Allow decent people to defend themselves.	NOT	NULL	NULL
29105	@USER Ever see when someone Is stuck in quicksand and gets the brilliant idea to reach down and pull their feet out... = ESPN	NOT	NULL	NULL
22408	@USER You are awfully quiet.😪	NOT	NULL	NULL
28662	@USER @USER I think she is great	NOT	NULL	NULL
35183	"@USER @USER @USER And civil rights,"" like the 'right' to kill your own child transcending a child's right to life...from the same people that insist on more stringent gun control laws to 'save the lives of children.' Let that sink in..."""	OFF	TIN	IND
35419	@USER @USER ikr? Riding trainer? Have fun running to Lower Rear BackWoodsistan Fucker!	OFF	TIN	IND
94131	"@USER I want to #askalivelshi  why isn't the basic issue of Survival of the Fittest"" vs ""Take Care of Everyone"" the Dems main point.  Isn't this the core of all others ? gun control, wealth and income inequality, health care, entitlements, EPA, Glbl Wrm.  Most agree here URL"	NOT	NULL	NULL
80975	@USER They been had open world spider man games tho. We need a avengers game with all of them niggas	OFF	UNT	NULL
41918	@USER @USER Why don't they want health care? Why do they want rich people to pay less taxes? Why don't they care about the deficit? Why don't they want any gun control? Why are they so afraid of immigrants? Why are they so full of hate when they control all branches of government? Why???	OFF	TIN	GRP
28993	@USER @USER My bias park JIMIN  he is perfect man 😍😍😍 #JIMIN #BTS #MAIN DANCER AND READ VOCAL💕 HEART YOU🤣💟👍 URL	NOT	NULL	NULL
82917	Same here but the more he talks the dumber he looks WWGIWGA MAGA URL	OFF	TIN	IND
72928	@USER @USER Shove it The View you are the most despicable show on tv and like everyone always says “who watches these bimbos”!	OFF	UNT	NULL
89297	@USER Heidi Cruz started life as a brunette. Now she is a blonde. God works in mysterious ways.	NOT	NULL	NULL
41981	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER 😂😂😂 your hilarious. You spin my words just as they spin Alex's words. I never said it didnt happen. I said it was a false flag and they had actors help garner public sympathy for gun control.	NOT	NULL	NULL
68100	@USER I've got this great idea for a phone app though. JustWank	NOT	NULL	NULL
98220	@USER Feel sorry for the voters no good choice 🐷	OFF	TIN	GRP
22712	@USER @USER What does Juan contribute on Fox? We all know which side of the fence he plays on. Pretty much know what he is going 2 say. Listening 2 him is like watching paint dry. I have better thgs 2 do😠🤢	OFF	TIN	IND
68792	@USER @USER Long time prisoners will also have a hard time while he is there.	NOT	NULL	NULL
91634	@USER And there you have it...	NOT	NULL	NULL
53538	@USER Leftist Collusion PreScreening Party	OFF	TIN	GRP
61578	@USER Shorty's dad taught him eveything about   Pussygrabbing Sexual assault  #trump family time.  #maga girls have to stay silent. URL	OFF	TIN	GRP
63550	"@USER @USER is a piece of royal shit of Nehru Dynasty. Sometimes I wonder if everything I was taught stands shaken! Eminent Citizen"", ""Liberals"", ""Intellectuals"" all these terms now tell me 1 thing: The person being mentioned is anti-India, feeds off my money &amp; shames me always"""	NOT	NULL	NULL
89078	"@USER @USER @USER Especially those who play the Good Religious Boy"" routine as 80% of their ""Job Interview"". Seriously, imagine pulling that crap in a job interview &amp; then imagine - interview for Supreme Court Justice.  Kav spends WAY too much time talking about how pure he is."""	OFF	TIN	IND
82909	@USER Sounds like a lot of liberals don't want America to know the truth.	NOT	NULL	NULL
23779	@USER Just ask them how does having some of the toughest gun control laws working out for chicago	NOT	NULL	NULL
61218	@USER Oh fuck yeah	OFF	TIN	IND
30838	@USER What an empty soul you have.	OFF	TIN	IND
52894	@USER He is both. Best hybrid EVER.	NOT	NULL	NULL
13075	@USER Go away my child. You are so boring that you can't even entertain a doubt.💩💩🐷🐷	OFF	TIN	IND
44499	@USER Or we could have gun control	NOT	NULL	NULL
27819	@USER @USER Nobody cares about paid protesters the Capitol Police need to get a hold on them lock them up	OFF	TIN	GRP
89381	@USER No nigga	OFF	UNT	NULL
24878	@USER URL If you’re not an ancom then you should be on my side	NOT	NULL	NULL
54245	"@USER @USER @USER She is a journalist and spreads fake info about painting of shree Krishnaji. Why people forget ligic &amp; professionalism when they try to be secular"". Do not tear our religious books to prove your stupidity. Fight your cause with moral means. URL"	OFF	TIN	IND
53575	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Jaws V: When Jaws Jaws Back - Starring Kurt Chiselchest and Lorna Buxom  Whud I win?  It better not be one of them laser swords...Jess will b jealous.	OFF	TIN	IND
91955	@USER A military tribunal will get Holder.	NOT	NULL	NULL
84930	@USER Never saw it before. It’s delicious	NOT	NULL	NULL
90900	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Did I say something personal?	NOT	NULL	NULL
73958	#cdnpoli How can anyone expect the Liberals to follow their own rules?  Rules are for other people aren't they?  The governing Liberals have allowed... URL	NOT	NULL	NULL
19521	Is anyone surprised that a President who would commit treason with Russia to get elected would pick a rapist for the Supreme Court?#MondayMotivation #Deplorables #MAGA #MarinesagainstTrump #KavaNO #BlueWave2018 #PostponeTheVote #Kavanaugh #StopKavanaugh	OFF	TIN	IND
23534	@USER Can you take that to the bank?????	NOT	NULL	NULL
70611	@USER @USER @USER He is correct	NOT	NULL	NULL
11944	#Westminster @USER #Tories @USER @USER #Brexit 🇬🇧 @USER #Brexiteers #OutOfTheEU @USER #EU #Brussels #Remoaners #Remainers #Quislings #FBPE #Non-Patriots #Anti-UK #Pro-EU #Traitors #snowflakes #bedwetters #LeftieLuvvieLiberals 😂😂😂😂 URL	NOT	NULL	NULL
37193	@USER Good Day   I trust that you are well  Please send me your email address	NOT	NULL	NULL
36761	@USER You rock Laura.  We need the Rinos exposed.  They are hiding behind Republican status.  We need new blood in November.  It has to continue to 2020.  MAGA  Our forefathers would want us to save our Country.	NOT	NULL	NULL
12198	@USER Right.!!!! I don't know what the hell he is saying half the time. I would get thrown off the show the first episode.!!!!😟😕	NOT	NULL	NULL
13752	"@USER @USER Conservatives Right we've bought a load of Steam powered Rolling Stock for Brexit Britain, Why not close a few more lines like they did with the Beeching cuts?"" URL"	NOT	NULL	NULL
11048	@USER @USER @USER that sucks. Have plans?  you should team up with lemons!	OFF	TIN	IND
61909	"@USER @USER This is absurd. Read more about the history, politics, and true belifs of fascism. Antifa do not/cannot do the bidding of ruling class because that's what fascism is for aka bootlickers. And u.s. liberals"" have always been right leaning."""	NOT	NULL	NULL
58145	@USER People need to get a life. She is a beautiful lady doing her job. They need to leave her alone and leave Tessa alone. Doesn’t matter what you are everybody needs to show love not hate.	NOT	NULL	NULL
67076	@USER he is going extinct	NOT	NULL	NULL
94071	@USER @USER @USER Fucking glory hunters	OFF	TIN	GRP
44020	@USER @USER @USER @USER The UK only has a fraction of the population &amp; had a fraction of the number guns we do not to mention a gun culture &amp; demand of which there is ample supply here. UK type of gun control will not work here but will exaserbate the gun problem.	NOT	NULL	NULL
14992	@USER You would. Can't fix stupid.  #MAGA #QAnon #ThursdayThoughts #DrainTheDeepState #ThankfulThursday #WWG1WGA #WalkAway	OFF	TIN	IND
90231	2019 tours will include flights and hotels.	NOT	NULL	NULL
29463	Trump is what we need #MAGA	NOT	NULL	NULL
85750	Trump... an Ive league billionaire and negotiator extraordinaire!! Jan... #Resister !! 🤔 I’ll take Trump!!! #MAGA #Trump2020 URL	NOT	NULL	NULL
25019	@USER @USER @USER @USER I knew we would find out that this is all the liberals’ fault. 🙄	OFF	TIN	GRP
57820	@USER Excuse you.  Do you own Twitter? Do you have Twitter rights that no one else does?   If you continue to viciously attack and name call me - I will continue to respond and defend myself.     Typical liberal trying to argue all Antifa style.  Guess what?!? You still lose!	NOT	NULL	NULL
39148	@USER Another funny thing is how they refer favorably to Japan because of gun control but admonish Japan for their refugee policies 🤔🤔	NOT	NULL	NULL
36137	@USER What the earthy fuck is RACKET ABUSE??????  A fake-ass penalty. Have you ever put down the donuts and watched a men's match??????	OFF	UNT	NULL
77747	@USER 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣 THAT SUMS UP THE STATE OF LIBERALS	NOT	NULL	NULL
62931	@USER @USER Lmao please show me the proof of all you state. Not what I said on CNN. Facts just the facts. Like I said funny all this pops up when all the other stunts didn’t stop the vote. If she is serious she can recall the house how she got there and all the important info. Not that it	NOT	NULL	NULL
26171	A Long Ass Blog That Might Not Make Sense URL	OFF	TIN	OTH
63168	@USER Brett Kavanaugh was supposed to be a selling point for GOP candidates in the midterm elections. But now he could become a liability...CBS enough of all your BS lies. Go away with your other liberals CNN. MSM. WE ARE NOT LISTENING TO YOUR IGNORANT BS Stories!!! 😡😡😡😡	OFF	TIN	GRP
61527	@USER @USER he is rushing to catch up to drumpf	NOT	NULL	NULL
12171	@USER @USER Happy Birthday Tyler! May God favor you with a day as AMAZING as you are! Be blessed today &amp; always!! 🎉🎉	NOT	NULL	NULL
36451	"@USER Question: Did you get the amount of money from liberals you wanted? After 30"" years, that was your only reason."""	NOT	NULL	NULL
61737	@USER Conservatives have become the cadaver party.	OFF	TIN	GRP
14146	@USER @USER @USER @USER So pleased you gave me the oppotunity to show some more truth1 thanks so much I love to use supporters of the corrupt as a billboard!  URL	NOT	NULL	NULL
46938	@USER He is making faces like Peter strokz...	NOT	NULL	NULL
28357	@USER the reason you haven’t heard from Dr Ford about whether she is available to testify on Monday yet is because She is feverishly trying to find someone to corroborate her story with the help of the DNC and Soros’ deep pockets!	NOT	NULL	NULL
39315	@USER His name is Coco!  He is a Pomeranian.  He's actually old.  He's is 12. The most loyal dog I have even known!	NOT	NULL	NULL
87426	"@USER I dont think it was her race or looks. Biden and liberals were put on strategic defensive by CT's claim that he was being electronically lynched. He played the race card and liberals folded like cheap suits. GOPers now just do not care."""	NOT	NULL	NULL
33893	@USER As soon as Kavanaugh is seated you can say goodbye to federal gun control. Never in your life will you see it again.	NOT	NULL	NULL
85841	@USER He is definitely an adorable little guy.	NOT	NULL	NULL
21307	//You are all not ready for #makotoniijimaweek2018	NOT	NULL	NULL
88679	@USER @USER @USER —jameis winston— he is no longer in college whereas Jimbo Fisher and his school protected this sexual predator...he needs to sit in prison...he is getting off easy because she didn’t filed sex charges against him...	NOT	NULL	NULL
27713	@USER @USER Yep. And if he would get rid of the bell instead of taking sacks I’d be thrilled. Not sure if he is aware of the rule. But you can throw the bell away	NOT	NULL	NULL
49780	@USER Lmfaooooo foh w that free thought shit Lmaoooo	OFF	TIN	IND
29648	. My God. #TheEmmys  And the limousine liberals are sick disgusting animals with no brains.  .	OFF	TIN	OTH
15718	@USER @USER Actually I think Antifa over took them and YOU contributed to their silence too..	NOT	NULL	NULL
46168	@USER I bet they all have 'fitted' waists. Because women are meant to look 'hourglass' even when they don't give a shit.	OFF	TIN	GRP
54979	@USER Cockwaffle or normal waffle?	NOT	NULL	NULL
57440	#IdiotAlert Gun control activist David Hogg suggested AR-15s cannot be used for self-defense because they shoot further than handguns. URL	OFF	TIN	IND
17314	@USER I have long thought that liberals are children trapped in adult bodies.	OFF	TIN	GRP
82398	@USER @USER Of course he is. He will be remembered for being the biggest hypocrite in history. They change the rules constantly. #GOPHypocrites	OFF	TIN	IND
55751	@USER What does a snot nose 18-year-old kid know? He’s just a loud mouth immature punk who the media has placed on a pedestal using to promote gun control. He is fed tag lines to spark controversy in order to bring attention to the gun control debate that he knows nothing about.	OFF	TIN	IND
75201	"@USER ONLY the Left is violent, like they guy who shot GOP Senators, and antifa who trash Berkeley, Portland. And BLM that trashed Ferguson.  NOBODY who actually attacks makes death threat first, duh. They Just Do it"" as Nike who now supports cop-killers put it."""	NOT	NULL	NULL
21372	@USER @USER Why do you think liberals hate guns?  Bc we don’t think military weapons should be in civilian life? Please.	NOT	NULL	NULL
85387	@USER @USER @USER @USER @USER @USER 1) A fetus may or may not become a baby. 1/3 or pregnancies end in miscarriage. If a woman had pregnancy complications that could kill her are Conservatives going to let her dies because the fetus she is carrying has a 2/3 chance surviving?	NOT	NULL	NULL
95450	@USER Hedy Lamarr is a close second.  She is fascinating.	NOT	NULL	NULL
46438	@USER ❤ You are beloved! ❤	NOT	NULL	NULL
77733	"@USER Please don't tie him to the left - the guys pathalogical Also, let's not make alt-left"" a thing.  The alt right are Nazis and white supremacists  a bunch of random college / yuppie socialists, podcasters, and a few antifa are not equivalent in any way, shape, or form."""	NOT	NULL	NULL
10498	@USER There is no way you can defend @USER   He is the worst for Auburn. Time to part ways	NOT	NULL	NULL
26489	@USER @USER Isn’t he married?  Where is his wife?	NOT	NULL	NULL
57426	@USER That is a lot of guilt for Tucker to take upon himself. Surely he is not the only on at fault?	OFF	TIN	IND
23840	@USER Oh man I was just telling myself this today. Such good and encouraging advice when you are doing something new.	NOT	NULL	NULL
92379	@USER @USER Yes mothers now this is what the deranged left will make you do to your little boys! Are we really going to let this happen? Pure EVIL! #VoteDemsOut #MAGA #2020 #ConfirmJudgeKavanaugh @USER URL	OFF	TIN	GRP
56705	@USER @USER @USER Different story now he’s attacking Liberals isn’t it 🤔😐 ... he’s been doing this this since #KillGough Wasn’t an issue back then tho (apparently) #auspol	NOT	NULL	NULL
77358	. This little one is my why. She is the reason I strive each day to become a better version of who I already am. . Before babies I used to fear I’d never have enough time for a family.… URL	NOT	NULL	NULL
13698	@USER That or she is an awfully good transvestite	OFF	TIN	IND
13064	@USER @USER Omg shyt	OFF	TIN	IND
61302	@USER @USER Sir now to Russia....Putin is broke and a little bit crazy...The paltry 1.7 Trillion GDP might cause desperate actions from his dying regime. Denuclearization in exchange for oil patch tech. Thats all they have.. Sir..MAGA	OFF	TIN	GRP
94862	...and then there's this: URL  #TRUMPARMY🇺🇸© @USER #AllVetsRadio #VOC #TheBrooksBrown✔️ #MAGA❤️🇺🇸 @USER @USER  @USER  @USER  @USER URL	NOT	NULL	NULL
25582	@USER @USER Either you Democrats &amp; liberals move aside or we will help you move aside we the People can remove you from office 20+Million Veterans can’t be wrong URL	NOT	NULL	NULL
54030	@USER @USER Pushed to my limits. URL	OFF	TIN	IND
53500	@USER @USER @USER #TrumpDerangementSyndrome Case number 3837252 Wow #liberals got it bad about the same as the #msm	NOT	NULL	NULL
78967	@USER What a handsome boy! Reminds me of one of my fosters a little bit. Sorry I don’t have a better picture - she is one of the ones that got away. I’d have 20 if I could. URL	NOT	NULL	NULL
98130	@USER Seriously?! Do you really believe your own crap? Why don’t you just move on if she is so offensive. This ugly side to you is very unbecoming😞	OFF	TIN	IND
15251	@USER She never planned to testify. It was all an act - one that fell flat very quickly.  Liberals will never learn.   We know their tactics. We can accurately predict their actions &amp; responses. We also know how to think &amp; do research. That's why they hate us. They can't control us.	OFF	TIN	GRP
88269	@USER @USER You are awesome!	NOT	NULL	NULL
15451	@USER She is your sister!lol	NOT	NULL	NULL
97470	#cincinatti  well these shootings will keep happening because of your stupid gun laws so its time americans woke up and do something about it because it will keep on happening again and again and not god and prayers are going to help only proper gun control laws will.	OFF	TIN	IND
87412	"@USER Rosie hugs him tight Hello Angy."" She smiled happy ""Im so happy that she is back and I bet you Levi will be here in a few seconds."" Levi walks in and gasps ""ROSIE!"" Levi ran over making Jack smile"""	NOT	NULL	NULL
66057	@USER Oh my god. They’re so fucking cute.	OFF	UNT	NULL
65867	@USER I hope you are liking the cooler weather. My husband and I are going to watch the other Hellboys before we see yours in the theatre. We are both excited!!	NOT	NULL	NULL
77308	@USER @USER @USER Why would anyone be in group lock-step with either party? I’m in favor of gun control and believe in climate change. I’m against big government and wealth redistribution. Independent thinkers don’t fit into either party.	NOT	NULL	NULL
94076	@USER Yea I think so! She is for the time being thanks for asking :)	NOT	NULL	NULL
35321	@USER His jewels have their own gravitational field!🛸	NOT	NULL	NULL
23366	@USER National Unity? O you are so full of it! You just tweeted to get people mobilized. Does that mean paying people to mobilize and cause violence! Where is it that you spoke out about ANTIFA? A Official group of terrorists.	OFF	TIN	GRP
41560	"Chris Christie: Kavanaugh Allegations 'Extraordinarily Unfair'""  URL #TCOT #MAGA #RedNationRising"""	NOT	NULL	NULL
63983	@USER I’ve actually never seen GOT but I know who he is and I still died	NOT	NULL	NULL
28625	@USER @USER Such a cool Synchronicity..it def made my day!  Just released a thread w/exactly this concept.  #DeutscheBank connection is undoubtedly the pivot point..&amp; #Mueller has a crack squad of financial forensics experts on his team w/VAST DB $$-laundering knowledge.  Subpoena #Kavanaugh	NOT	NULL	NULL
32435	.@USER used his #LDConf2018 speech to spell out the issues facing Britain and how they can be overcome without resorting to the populism of @USER and the @USER The @USER are the only party who #DemandBetter for Britain URL	NOT	NULL	NULL
75045	@USER @USER Brilliant! #MAGA #WalkAway	NOT	NULL	NULL
47395	@USER She is inciting violence .  Big difference between free speech and inciting violence.  Sometimes you are expecting action good or bad from the words you use.  People must be held accountable for those words good or bad.	NOT	NULL	NULL
51180	@USER I hope he can get back too ND🍀 Days He Is A Real Dawg!	NOT	NULL	NULL
34953	#Muslims and #Islam finally got their #WhiteSupremacist #Terrorists they have wanted for so long they can harp on about and say were worse than them ..  Two 15 year old boys from #Ramsgate!  Jesus 🤔  #MAGA #MEGA #MCGA #MBGA #Conservatives #Patriots URL	NOT	NULL	NULL
92132	@USER Trump is just playing whit liberals I bet this is his way to help conservatives win next elections and take credit. Trudeau is in the corner right now. Any deal whit USA will be bad for Canada.	NOT	NULL	NULL
55276	"@USER @USER Serena is a bully. She threatened to shove a ball down the throat of a line judge in the 09 US Open. She was 2 points away from losing in the semifinals when she dbl faulted. She went ballistic and was penalized a point. She lost the match due to her threats. She's a bully"""	OFF	TIN	IND
66290	@USER There already is gun control tho...	NOT	NULL	NULL
51986	@USER @USER Some of Christine Blasey Ford fine upstanding AMERICANS she follows: Beverly Hills Antifa Laguna Beach Antifa Neverland Antifa Midwest Antifa Boston Bob Antifa Wait for it; ANTHONY WEINER - INMATE# 3425742 @USER Kinda says it all! WWG1WGA PATRIOTS...	NOT	NULL	NULL
13665	@USER I don't think he needs a qualification.  But good  on you. I am impressed.  You are an inspiration to you younger peers.	NOT	NULL	NULL
68264	@USER ...Stay Classy!!...what a bully - if I were the ump I take her to court for bringing his reputation into disrepute...🤔🤔🤔 URL	NOT	NULL	NULL
87376	@USER He is 100% and ballin'	NOT	NULL	NULL
42047	@USER I was actually thinking you were joining antifa.	NOT	NULL	NULL
13793	@USER she is back !	NOT	NULL	NULL
24340	@USER @USER The left have become a bunch of thugs. #NancyPelosi #chuckschumer	OFF	TIN	OTH
29007	@USER Full truth and justice.... URL	NOT	NULL	NULL
19008	@USER He is right	NOT	NULL	NULL
14093	@USER YES I am so tired of relying on mfs to answer the phone for some shit that’s not even worth it! I’m about to be the new plug 😂😂😂	OFF	UNT	NULL
47000	@USER @USER @USER European liberals and conservatives must stand together against populism. Follow my page if you think the same. @USER	NOT	NULL	NULL
47771	@USER I do love you but don't give him an excuse..he isn't mentally ill he is a dangerous idiot!!!!	OFF	TIN	IND
29779	@USER @USER #brexit @USER So we are being dangled another fictional carrot by CONservatives of an increase in social housing in 2021......we don’t know what’s happening in 6 months? Are we meant to be as stupid as Trump supporters and swallow this propaganda?	NOT	NULL	NULL
71574	"@USER @USER @USER @USER @USER @USER @USER And the definition of freedoms is also important. For instance, most of those countries have strict gun control. Some will also jail you for calling somebody a name on Twitter. Against the law in London to carry a pocket knife. However, some label those freedoms"". I don't."""	NOT	NULL	NULL
93258	"@USER .@USER calls you an intellectual prostitute"" because he knows that you are smarter and more intellectual than he."""	OFF	TIN	IND
34666	*** TO BE DESTROYED 09/08/18 ***  We don't have a back story on friendly GLORIOUS....she is a sweet young lady who may just need a little time to decompress and feel confident. Please help her tonight!! URL … URL	NOT	NULL	NULL
82331	@USER @USER Take a joke lefties. Her behaviour was disgusting. So it is drawn.	OFF	TIN	IND
71996	@USER @USER Latino Conservatives=Self-Hating Freaks	OFF	TIN	GRP
26157	@USER I can definitely do that for sure!	NOT	NULL	NULL
98745	@USER @USER Google needs to lose its 501-3c privlages.	NOT	NULL	NULL
89834	@USER @USER Whatever happened to innocent until proven guilty... liberals just want Kavanaugh to be guilty because Trump picked him. Get over yourselves	NOT	NULL	NULL
10587	@USER Can we talk about how he is having the worst year of any player in yankee history?	OFF	TIN	IND
32786	.. this woman has nothing but play tennis and yet she is constantly being disrespectful it’s insane. the whole all owes her an apology atp URL	OFF	TIN	IND
55643	"@USER @USER (1) Ok lets play this game. Which side"" is openly advocating for the persecution of a race &amp; promoting segregation? Which is supporting a militant group very similar to Hitlers brown shirts (Antifa)? Which is calling for gun control (even wanted armbands)?"""	OFF	UNT	NULL
62075	@USER He is a child ~ a retarded one.	OFF	TIN	IND
45756	@USER I mean if Allsup was a communist or some Antifa shithead people would be coming to her defense despite what a shit she is.   This political team sports is dumb. Allsup is a Dickweed.	OFF	TIN	GRP
35251	@USER I'll bet she is a liberal democrat.	NOT	NULL	NULL
90242	@USER @USER @USER You assholes are both going to jail.  What happened to the $94million paid to your company?  Mueller knows.	OFF	TIN	IND
46699	@USER @USER @USER @USER @USER @USER Lol you are being mean.	OFF	TIN	IND
84112	@USER @USER Because he is a traitor	OFF	TIN	IND
43506	2be clear I fully support free speech.  But especially when libertarians and conservatives are being silenced I don't want to read leftist trash talk in my timeline.  I don't want them censored.  I just don't remember following them.  But it is enough that I can personally block.	NOT	NULL	NULL
52628	@USER I’ll go pick u up fuck an Uber	OFF	TIN	IND
16936	&gt;Literally runs through the wall. There was now a hole.  Master! You are okay? URL	NOT	NULL	NULL
43458	@USER She is hot!!	NOT	NULL	NULL
92079	@USER YOU ARE HELPING THE #RedWaveRising URL	NOT	NULL	NULL
12806	@USER Shhh don’t let conservatives see this!! URL	NOT	NULL	NULL
58280	@USER all those muscles	NOT	NULL	NULL
48274	@USER I believe that gun control laws should be more extensive. i feel that the government should come up with a better way to assign people guns. i agree with protecting yourself but to what point. Its alot of innocent people dying. #102/20522	NOT	NULL	NULL
54897	@USER @USER No fr! People are always on the most bullshit &amp; I’m not postponing or missing anything else because another person can’t get their shit together. So if all else fails I go by myself &amp; Tbh I end up having a better time anyway 🤷🏽‍♂️	OFF	TIN	GRP
37682	@USER @USER @USER @USER Coming out of closet and admit he is Russians asset	NOT	NULL	NULL
56915	@USER He will end in gitmo	NOT	NULL	NULL
11618	@USER He is so very stupid. Or is it he is just so concrete??	OFF	TIN	IND
38886	@USER She is delusional! Get rid of Electoral College so she and her corruption cronies can ruin the USA! They almost did!!! #VoteRedToSaveAmerica  #MAGA 🇺🇸🇺🇸🇺🇸	OFF	UNT	NULL
56592	@USER I understand that.. but she has 4 children and she is mad because she and her 7 week old were asked to leave a book club meeting at 9:00... obviously someone was with her other children at home so why bring the baby	NOT	NULL	NULL
63646	@USER @USER @USER @USER @USER @USER Bro we are one big happy family	NOT	NULL	NULL
30103	@USER Well since your streams always have porn in the title im going to sa you love porn	OFF	TIN	IND
17578	@USER Dominos is ass	OFF	TIN	OTH
38483	@USER Hi hopefully you are now on board as one has passed through. I do apologies for the delay. We have experienced heavy delays across most services passing through St Albans due to roadworks. Apologies for the delayed response.	NOT	NULL	NULL
17675	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Hahah yes because trump beat Obama in the election 🤣	NOT	NULL	NULL
58830	@USER I muted her awhile ago when she tried to say some shit like that 6ix9ine was doing positive work for Mexican rap like he isn’t some kind of pedo garbage.	OFF	TIN	IND
17691	@USER Fresh boy think he is strong 😂	NOT	NULL	NULL
55006	1. My love ~ 2. . . . okai . . there you are ~ URL	NOT	NULL	NULL
87893	.@USER the Kavanaugh accuser issue makes it evident the dbl standards the Dems use to discredit conservatives.  Please release and make public ALL the names of those who used the congressional sexual harassment fund. Let all the their accusers come forward... URL	NOT	NULL	NULL
65469	@USER can you pls get rid of holly he is so uneducated of sports. Wheb you have sportscasters who have been throgh the sport and are professional in their presentation he looks like a joke	OFF	UNT	NULL
77903	"#diversity has become #tribalism. #culturalappropriation is Left's 'unwinding of #America. URL #tcot #conservatives"""	NOT	NULL	NULL
91308	@USER He’ll no!!!! It’s all about creating New Democratic Voters!!	NOT	NULL	NULL
54265	@USER @USER maybe it was democrat antifa	NOT	NULL	NULL
92091	@USER You are literally one of the most beautiful people I have ever seen in my entire life and I want you to know that.	NOT	NULL	NULL
23084	@USER @USER Me too! Jacks a sack! We conservatives tweet in a barrel!	OFF	TIN	GRP
